,DateStart,League,Name,StandardName,Split,SplitNumber,DateStart__precision
7426,2022-10-29,Burger Cup,Burger Cup 2022 Qualifier 2,Burger Cup 2022 Qualifier 2,,,1
7427,2022-10-29,Masters Pro League,Masters Pro League 2022 Qualifier 1,Masters Pro League 2022 Qualifier 1,1,1,1
7428,2022-10-30,Burger Cup,Burger Cup 2022,Burger Cup 2022,,,1
7429,2022-10-31,Golden Cup,Fibra Movistar Golden Cup 2022,Fibra Movistar Golden Cup 2022,,,1
7430,2022-10-31,RUSH,RUSH 2022 Qualifiers,RUSH 2022 Qualifiers,,,1
7431,2022-11-01,Ignis Cup,Ignis Cup 2022,Ignis Cup 2022,,,1
7432,2022-11-01,League of Legends School Championship,LSC Season 6 Winter,LSC Season 6 Winter,Winter,1,1
7433,2022-11-01,Sigma Cup,Sigma Cup 2022 Gauntlet,Sigma Cup 2022 Gauntlet,,,1
7434,2022-11-01,Super Copa Entel,Super Copa Entel 2022,Super Copa Entel 2022,,,1
7435,2022-11-02,Circuito Nacional Mexico,CNM 2022 Closing Playoffs,CNM 2022 Closing Playoffs,,,1
7436,2022-11-02,Volcano Cup,Volcano Discover Cup 2022,Volcano Discover Cup 2022,,,1
7437,2022-11-03,Saudi eLeagues,Saudi eLeagues 2022 Season 2,Saudi eLeagues 2022 Season 2,Season 2,2,1
7438,2022-11-03,Stars Cup,Claro Stars Cup 2022,Claro Stars Cup 2022,,,1
7439,2022-11-03,Super Copa Flow,Super Copa Flow 2022,Super Copa Flow 2022,,,1
7440,2022-11-04,RUSH,RUSH 2022,RUSH 2022,,,1
7441,2022-11-05,Liga Esports Amateur,LEA 2022 Split 3 Playoffs,LEA 2022 Split 3 Playoffs,,,1
7442,2022-11-05,Masters Pro League,Masters Pro League 2022 Qualifier 2,Masters Pro League 2022 Qualifier 2,1,1,1
7443,2022-11-06,A1 Gaming League,A1 Gaming League 2022 Qualifier 1,,,,1
7444,2022-11-06,Baltic Playground,Baltic Playground 2022 Autumn Qualifier 1,Baltic Playground 2022 Autumn Qualifier 1,Autumn,1,1
7445,2022-11-07,Circuito Tormenta Italy,Circuito Tormenta Italy 2022,Circuito Tormenta Italy 2022,,,1
7446,2022-11-09,Prime League 1st Division,PRM 2nd Division 2023 Spring Promotion 2,PRM 2nd Division 2023 Spring Promotion 2,,,1
7447,2022-11-10,National Electronic Sports Tournament,NEST 2022,NEST 2022,,,1
7448,2022-11-10,Northern League of Legends Championship 2nd Division,NLC 2nd Division 2023 Spring Promotion 2,NLC 2nd Division 2023 Spring Promotion 2,,,1
7449,2022-11-11,Gamegune,Gamegune 2022 Online Qualifier 1,Gamegune 2022 Online Qualifier 1,,,1
7450,2022-11-12,Gamegune,Gamegune 2022 Online Qualifier 2,Gamegune 2022 Online Qualifier 2,,,1
7451,2022-11-12,Masters Pro League,Masters Pro League 2022 Qualifier 3,Masters Pro League 2022 Qualifier 3,1,1,1
7452,2022-11-12,U19 Esports Championship,U19 Esports Championship 2022,U19 Esports Championship 2022,,,1
7453,2022-11-13,A1 Gaming League,A1 Gaming League 2022 Qualifier 2,,,,1
7454,2022-11-13,Baltic Playground,Baltic Playground 2022 Autumn Qualifier 2,Baltic Playground 2022 Autumn Qualifier 2,Autumn,1,1
7455,2022-11-13,Celerity Esports,Celerity Esports 2022 Grand Final,Celerity Esports 2022 Grand Final,,,1
7456,2022-11-13,Gamegune,Gamegune 2022 Online Qualifier,Gamegune 2022 Online Qualifier,,,1
7457,2022-11-14,University Esports - EDU,University Esports - EDU - Season 2022-2023 - Group Stage,,,,1
7458,2022-11-16,Esports Championships East Asia,Esports Championships East Asia 2022,Esports Championships East Asia 2022,,,1
7459,2022-11-16,Prime League 2nd Division,PRM 3rd Division 2022 Winter Relegation,PRM 3rd Division 2022 Winter Relegation,,,1
7460,2022-11-18,Baltic Playground,Baltic Playground 2022 Autumn Playoffs,Baltic Playground 2022 Autumn Playoffs,Autumn,1,1
7461,2022-11-18,Gamergy,Gamergy 2022 Online Qualifier 1,Gamergy 2022 Online Qualifier 1,,,1
7462,2022-11-19,Gamergy,Gamergy 2022 Online Qualifier 2,Gamergy 2022 Online Qualifier 2,,,1
7463,2022-11-19,LCK Academy Series,LCK AS 2022 2nd Championship Playoffs,LCK AS 2022 2nd Championship Playoffs,Champ 2,2,1
7464,2022-11-19,Masters Pro League,Masters Pro League 2022 Qualifier 4,Masters Pro League 2022 Qualifier 4,1,1,1
7465,2022-11-19,Sigma Cup,Sigma Cup 2022,Sigma Cup 2022,,,1
7466,2022-11-20,A1 Gaming League,A1 Gaming League 2022 Qualifier 3,,,,1
7467,2022-11-20,G-Star Cup,G-Star Cup 2022 League of Legends Invitational,G-Star Cup 2022 League of Legends Invitational,,,1
7468,2022-11-20,Gamergy,Gamergy 2022 Online Qualifier,Gamergy 2022 Online Qualifier,,,1
7469,2022-11-20,Our Party,Our Party 2022 Qualifier 1,Our Party 2022 Qualifier 1,,,1
7470,2022-11-21,Our Party,Our Party 2022 Qualifier 2,Our Party 2022 Qualifier 2,,,1
7471,2022-11-22,3 Nations Cup,3 Nations Cup 2022,3 Nations Cup 2022,,,1
7472,2022-11-22,Liga Nexo,Liga Nexo 22-23 Split 1 Playoffs,Liga Nexo 22-23 Split 1 Playoffs,Split 1,1,1
7473,2022-11-25,Gamegune,Gamegune 2022,Gamegune 2022,,,1
7474,2022-11-25,Masters Pro League,Masters Pro League 2022,Masters Pro League 2022,1,1,1
7475,2022-11-26,Gamegune,Gamegune 2022 Online Tournament,Gamegune 2022 Online Tournament,,,1
7476,2022-11-26,Games.CON,Games.CON 2022,Games.CON 2022,,,1
7477,2022-11-26,GIRLGAMER Esports Festival,GIRLGAMER 2022 São Paulo Festival,GIRLGAMER 2022 São Paulo Festival,,,1
7478,2022-11-26,Nantarena,Nantarena 22.2,Nantarena 22.2,,,1
7479,2022-11-26,Our Party,Our Party 2022,Our Party 2022,,,1
7480,2022-11-26,Rising Stars,Rising Stars 2022,Rising Stars 2022,,,1
7481,2022-11-27,A1 Gaming League,A1 Gaming League 2022 Qualifier 4,,,,1
7482,2022-11-30,Liga Nexo,Liga Nexo 22-23 Split 1 Relegations,Liga Nexo 22-23 Split 1 Relegations,Split 1,1,1
7483,2022-12-01,Choque de Reinos,Choque de Reinos 2022,Choque de Reinos 2022,,,1
7484,2022-12-02,Duelo Andino,Duelo Andino 2022,Duelo Andino 2022,,,1
7485,2022-12-02,Ultraliga 2nd Division,Ultraliga 2nd Division Season 6 Promotion,Ultraliga 2nd Division Season 6 Promotion,,,1
7486,2022-12-03,Kansai e-sports Student Championship,Kansai Esports Students 4th Tournament,,,,1
7487,2022-12-03,Prime League 2nd Division,PRM 3rd Division 2023 Spring Promotion,PRM 3rd Division 2023 Spring Promotion,,,1
7488,2022-12-06,eLEAGUE,eLEAGUE Winter Cup 2022 Qualifier 1,eLEAGUE Winter Cup 2022 Qualifier 1,,,1
7489,2022-12-08,eLEAGUE,eLEAGUE Winter Cup 2022 Qualifier 2,eLEAGUE Winter Cup 2022 Qualifier 2,,,1
7490,2022-12-10,,DreamHack Valencia 2022,,,,1
7491,2022-12-10,Gamergy,Gamergy 2022 Online Tournament,Gamergy 2022 Online Tournament,,,1
7492,2022-12-10,LPL All-Star 2022,LPL All-Star 2022,LPL All-Star 2022,,,1
7493,2022-12-10,Northern League of Legends Championship 3rd Division,NLC 3rd Division 2023 Spring Promotion,NLC 3rd Division 2023 Spring Promotion,,,1
7494,2022-12-10,Occitanie Esports,Occitanie Esports Montpellier 2022,Occitanie Esports Montpellier 2022,,,1
7495,2022-12-11,A1 Gaming League,A1 Gaming League 2022 Main Event,,,,1
7496,2022-12-11,All Japan High School esports Championship,All Japan High School esports Championship Season 5,,,,1
7497,2022-12-11,eLEAGUE,eLEAGUE Winter Cup 2022 Qualifier 3,eLEAGUE Winter Cup 2022 Qualifier 3,,,1
7498,2022-12-11,Myth Esports,Myth Esports' Prepare for the Elite Series Division 2,Myth Esports' Prepare for the Elite Series Division 2,,,1
7499,2022-12-13,eLEAGUE,eLEAGUE Winter Cup 2022 Qualifier 4,eLEAGUE Winter Cup 2022 Qualifier 4,,,1
7500,2022-12-14,Demacia Cup,Demacia Cup 2022,Demacia Cup 2022,,,1
7501,2022-12-16,Gamergy,Gamergy 2022 Offline Qualifier 1,Gamergy 2022 Offline Qualifier 1,,,1
7502,2022-12-16,Red Bull ProSeed,Red Bull ProSeed 2022,Red Bull ProSeed 2022,,,1
7503,2022-12-17,eLEAGUE,eLEAGUE Winter Cup 2022 Closed Qualifier,eLEAGUE Winter Cup 2022 Closed Qualifier,,,1
7504,2022-12-17,Gamergy,Gamergy 2022 Offline Qualifier,Gamergy 2022 Offline Qualifier,,,1
7505,2022-12-17,Gamergy,Gamergy 2022 Offline Qualifier 2,Gamergy 2022 Offline Qualifier 2,,,1
7506,2022-12-17,IXPé Online Sessions by RTBF,IXPé Online Sessions by RTBF 2022,IXPé Online Sessions by RTBF 2022,,,1
7507,2022-12-18,Gamergy,Gamergy 2022,Gamergy 2022,,,1
7508,2022-12-19,eLEAGUE,eLEAGUE Winter Cup 2022,eLEAGUE Winter Cup 2022,,,1
7509,2022-12-29,Season 2023 Kickoff,SKE 2023,SKE 2023,,,1
7510,2022-12-29,Season 2023 Kickoff,SKE 2023 Korea 1v1 Battle,SKE 2023 Korea 1v1 Battle,,,1
7511,2022-12-30,Weibo Cup,Weibo Cup 2022,Weibo Cup 2022,,,1
7512,2023-01-04,League of Legends School Championship,LSC Season 6 Winter Promotion,LSC Season 6 Winter Promotion,,,1
7513,2023-01-06,League of Legends School Championship,LSC Season 6 Winter Playoffs,LSC Season 6 Winter Playoffs,Winter,1,1
7514,2023-01-07,Alicante Digital Gaming,Alicante Digital Gaming 2023 Qualifier 1,Alicante Digital Gaming 2023 Qualifier 1,,,1
7515,2023-01-08,Alicante Digital Gaming,Alicante Digital Gaming 2023 Qualifier 2,Alicante Digital Gaming 2023 Qualifier 2,,,1
7516,2023-01-09,PG Esports Events,PG Proving Grounds 2023 Spring Staff Rumble,PG Proving Grounds 2023 Spring Staff Rumble,,,1
7517,2023-01-09,Prime League 1st Division,PRM 2nd Division 2023 Spring,PRM 2nd Division 2023 Spring,Spring,1,1
7518,2023-01-10,La Ligue Française Division 2,LFL Division 2 2023 Spring,LFL Division 2 2023 Spring,Spring,1,1
7519,2023-01-10,Season 2023 Kickoff,SKE 2023 Brazil,SKE 2023 Brazil,,,1
7520,2023-01-10,Season 2023 Kickoff,SKE 2023 Korea,SKE 2023 Korea,,,1
7521,2023-01-10,Season 2023 Kickoff,SKE 2023 North America,SKE 2023 North America,,,1
7522,2023-01-10,Season 2023 Kickoff,SKE 2023 Vietnam,SKE 2023 Vietnam,,,1
7523,2023-01-11,Dutch College League,Dutch College League Season 9,Dutch College League Season 9,,,1
7524,2023-01-11,Season 2023 Kickoff,SKE 2023 China,SKE 2023 China,,,1
7525,2023-01-11,Season 2023 Kickoff,SKE 2023 EMEA,SKE 2023 EMEA,,,1
7526,2023-01-11,Season 2023 Kickoff,SKE 2023 Japan,SKE 2023 Japan,,,1
7527,2023-01-11,Season 2023 Kickoff,SKE 2023 Latin America,SKE 2023 Latin America,,,1
7528,2023-01-11,Season 2023 Kickoff,SKE 2023 Pacific,SKE 2023 Pacific,,,1
7529,2023-01-12,LVP División de Honor,DDH 2023 Opening,DDH 2023 Opening,,,1
7530,2023-01-12,Ultraliga 2nd Division,Ultraliga 2nd Division Season 6,Ultraliga 2nd Division Season 6,Split 1,1,1
7531,2023-01-13,Elements League,EL 2023 Opening,EL 2023 Opening,,,1
7532,2023-01-13,Hitpoint Challengers,Hitpoint 2nd Div Challengers 2023 Spring Open Qualifier 1,Hitpoint 2nd Div Challengers 2023 Spring Open Qualifier 1,,,1
7533,2023-01-14,Alicante Digital Gaming,Alicante Digital Gaming 2023,Alicante Digital Gaming 2023,,,1
7534,2023-01-14,Alicante Digital Gaming,Alicante Digital Gaming 2023 Online Tournament,Alicante Digital Gaming 2023 Online Tournament,,,1
7535,2023-01-14,Tencent LoL Pro League,LPL 2023 Spring,LPL 2023 Spring,Spring,1,1
7536,2023-01-15,Golden League,GL 2023 Opening,GL 2023 Opening,,,1
7537,2023-01-15,Hitpoint Challengers,Hitpoint 2nd Div Challengers 2023 Spring Open Qualifier 2,Hitpoint 2nd Div Challengers 2023 Spring Open Qualifier 2,,,1
7538,2023-01-16,LCK Challengers League,LCK CL 2023 Spring,LCK CL 2023 Spring,Spring,1,1
7539,2023-01-16,Liga Nexo,Liga Nexo 22-23 Split 2,Liga Nexo 22-23 Split 2,Split 2,2,1
7540,2023-01-16,LVP SuperLiga,LVP SL 2023 Spring,LVP SL 2023 Spring,Spring,1,1
7541,2023-01-16,Ultraliga,Ultraliga Season 9,Ultraliga Season 9,Split 1,1,1
7542,2023-01-17,Hitpoint Challengers,Hitpoint 2nd Div Challengers 2023 Spring Open Qualifier 3,Hitpoint 2nd Div Challengers 2023 Spring Open Qualifier 3,,,1
7543,2023-01-17,Insomnia New,Road to Insomnia Egypt 2023 Qualifier 1,Road to Insomnia Egypt 2023 Qualifier 1,,,1
7544,2023-01-18,Elite Series 2nd Division,Elite Series 2nd Division 2023 Spring Open Qualifier,Elite Series 2nd Division 2023 Spring Open Qualifier,Spring,1,1
7545,2023-01-18,La Ligue Française,LFL 2023 Spring,LFL 2023 Spring,Spring,1,1
7546,2023-01-18,LoL Champions Korea,LCK 2023 Spring,LCK 2023 Spring,Spring,1,1
7547,2023-01-18,LVP SuperLiga 2nd Division,LVP SL 2nd Division 2023 Spring,LVP SL 2nd Division 2023 Spring,Spring,1,1
7548,2023-01-19,Claro Stars League,SL 2023 Opening,SL 2023 Opening,,,1
7549,2023-01-19,Greek Legends League 2nd Division,GL2D 2023 Spring,GL2D 2023 Spring,Spring,1,1
7550,2023-01-19,Liga Master Flow,LMF 2023 Opening,LMF 2023 Opening,,,1
7551,2023-01-19,Prime League Pro Division,PRM 1st Division 2023 Spring,PRM 1st Division 2023 Spring,Spring,1,1
7552,2023-01-19,Volcano League,VL 2023 Opening,VL 2023 Opening,,,1
7553,2023-01-21,Circuit Brazilian League of Legends,CBLOL 2023 Split 1,CBLOL 2023 Split 1,Split 1,1,1
7554,2023-01-21,Elite Series 2nd Division,Elite Series 2nd Division 2023 Spring Closed Qualifier,Elite Series 2nd Division 2023 Spring Closed Qualifier,Spring,1,1
7555,2023-01-21,Hitpoint Challengers,Hitpoint 2nd Div Challengers 2023 Spring Closed Qualifier,Hitpoint 2nd Div Challengers 2023 Spring Closed Qualifier,,,1
7556,2023-01-21,Insomnia New,Road to Insomnia Egypt 2023 Qualifier 2,Road to Insomnia Egypt 2023 Qualifier 2,,,1
7557,2023-01-21,LoL EMEA Championship,LEC 2023 Winter Season,LEC 2023 Winter Season,Winter,1,1
7558,2023-01-21,North American Challengers League,NACL 2023 Spring,NACL 2023 Spring,Spring,1,1
7559,2023-01-23,Circuit Brazilian League of Legends Academy,CBLOL Academy 2023 Split 1,CBLOL Academy 2023 Split 1,Split 1,1,1
7560,2023-01-23,Liga de Honor Entel,LH 2023 Opening,LH 2023 Opening,,,1
7561,2023-01-23,LoL Circuit Oceania,LCO 2023 Split 1,LCO 2023 Split 1,Split 1,1,1
7562,2023-01-24,Baolo Championship Series,Baolo Championship Series VI,,,,1
7563,2023-01-24,Elite Series: League of Legends,Elite Series 2023 Spring,Elite Series 2023 Spring,Spring,1,1
7564,2023-01-24,Greek Legends League,GLL 2023 Spring,GLL 2023 Spring,Spring,1,1
7565,2023-01-24,Liga Latinoamerica,LLA 2023 Opening,LLA 2023 Opening,Opening,1,1
7566,2023-01-24,LPLOL 2nd Division,LPLOL 2nd Division 2023 Spring,LPLOL 2nd Division 2023 Spring,Spring,1,1
7567,2023-01-24,Northern League of Legends Championship,NLC 2023 Spring,NLC 2023 Spring,Spring,1,1
7568,2023-01-24,University Esports - EDU,University Esports - EDU - Season 2022-2023 - UEM Qualifier,,,,1
7569,2023-01-25,Elite Series 2nd Division,Elite Series 2nd Division 2023 Spring,Elite Series 2nd Division 2023 Spring,Spring,1,1
7570,2023-01-25,Esports Balkan League,EBL 2023 Spring,EBL 2023 Spring,Spring,1,1
7571,2023-01-26,College North Conference,North Conference 2023,,,,1
7572,2023-01-26,College South Conference,South Conference 2023,,,,1
7573,2023-01-26,College West Conference,West Conference 2023,,,,1
7574,2023-01-26,League of Legends Championship Series,LCS 2023 Spring,LCS 2023 Spring,Spring,1,1
7575,2023-01-26,Liga Portuguesa,LPLOL 2023 Spring,LPLOL 2023 Spring,Spring,1,1
7576,2023-01-26,PG Nationals,PG Nationals 2023 Spring,PG Nationals 2023 Spring,Spring,1,1
7577,2023-01-26,Turkish Championship League,TCL 2023 Winter,TCL 2023 Winter,Winter,1,1
7578,2023-01-27,Hitpoint Masters,Hitpoint Masters 2023 Spring,Hitpoint Masters 2023 Spring,Spring,1,1
7579,2023-01-28,Big East Conference,Big East 2023,,,,1
7580,2023-01-28,Big Sky Conference,BSC 2023,,,,1
7581,2023-01-28,College East Conference,East Conference 2023,,,,1
7582,2023-01-28,Esports Collegiate Conference,ESC 2023,,,,1
7583,2023-01-28,Insomnia New,Road to Insomnia Egypt 2023,Road to Insomnia Egypt 2023,,,1
7584,2023-01-28,LoL Japan League,LJL 2023 Spring,LJL 2023 Spring,Spring,1,1
7585,2023-01-28,Metro Atlantic Athletic Conference,MAAC 2023,,,,1
7586,2023-01-28,Mid-Atlantic Esports Conference,MAEC 2023,,,,1
7587,2023-01-28,Midwest Esports Conference,MEC 2023,,,,1
7588,2023-01-28,Mountain West Conference,MW 2023,,,,1
7589,2023-01-28,National Junior College Athletic Association Esports,NJCAAE 2023,,,,1
7590,2023-01-28,North American Challengers League,NACL 2023 Spring Qualifier 1,NACL 2023 Spring Qualifier 1,,,1
7591,2023-01-28,Pac-U Gaming,Pac-U 2023,,,,1
7592,2023-01-28,Zide Fem League,Zide Fem League 2023 Opening,Zide Fem League 2023 Opening,,,1
7593,2023-01-29,LCK Academy Series,LCK AS 2023 February,LCK AS 2023 February,,,1
7594,2023-01-29,Prime League 2nd Division,PRM 3rd Division 2023 Spring,PRM 3rd Division 2023 Spring,,,1
7595,2023-01-30,Northern League of Legends Championship 2nd Division,NLC 2nd Division 2023 Last Chance Qualifier,NLC 2nd Division 2023 Last Chance Qualifier,,,1
7596,2023-01-31,PG Proving Grounds,PG Proving Grounds 2023 Spring,PG Proving Grounds 2023 Spring,Spring,1,1
7597,2023-01-31,Telialigaen,Telialigaen 2023 Spring,Telialigaen 2023 Spring,,,1
7598,2023-02-01,Arabian League,Arabian League 2023 Spring,Arabian League 2023 Spring,Spring,1,1
7599,2023-02-01,Arabian League 2nd Division,Arabian League 2nd Division 2023 Spring,Arabian League 2nd Division 2023 Spring,Spring,1,1
7600,2023-02-01,Hitpoint Challengers,Hitpoint 2nd Div Challengers 2023 Spring,Hitpoint 2nd Div Challengers 2023 Spring,Spring,1,1
7601,2023-02-03,East Coast Conference,ECC 2023,,,,1
7602,2023-02-03,Pacific Championship Series,PCS 2023 Spring,PCS 2023 Spring,Spring,1,1
7603,2023-02-04,Eastern College Athletic Conference,ECAC 2023,,,,1
7604,2023-02-04,Elite Series Amateur Circuit,Elite Series Amateur Circuit 2023 Spring Open 1,Elite Series Amateur Circuit 2023 Spring Open 1,,,1
7605,2023-02-04,LoL Development League,LDL 2023 Placements,LDL 2023 Placements,Placements,1,1
7606,2023-02-04,North American Challengers League,NACL 2023 Spring Qualifier 1 Playoffs,NACL 2023 Spring Qualifier 1 Playoffs,,,1
7607,2023-02-04,Peach Belt Conference,PBC 2023,,,,1
7608,2023-02-04,Reykjavik International Games,Reykjavik International Games 2023,Reykjavik International Games 2023,,,1
7609,2023-02-05,Wandercon,Wandercon 2023,Wandercon 2023,,,1
7610,2023-02-06,Wolverine-Hoosier Athletic Conference,WHAC 2023,,,,1
7611,2023-02-06,Zide Pro League,Zide Pro League 2023 Opening,Zide Pro League 2023 Opening,,,1
7612,2023-02-09,,Campus Esports Challenger 2023,,,,1
7613,2023-02-11,Armony League,Armony League 2023 Winter,Armony League 2023 Winter,,,1
7614,2023-02-11,LEL,LEL 5,LEL 5,,,1
7615,2023-02-11,LoL EMEA Championship,LEC 2023 Winter Groups,LEC 2023 Winter Groups,Winter,1,1
7616,2023-02-11,Rapani Open,Rapani Open 3,Rapani Open 3,,,1
7617,2023-02-11,TRIFORC3 TOURNAMENT,TRIFORC3 TOURNAMENT 2023 Qualifier 1,TRIFORC3 TOURNAMENT 2023 Qualifier 1,,,1
7618,2023-02-13,Belgian Student League,Belgian Student League Season 5,Belgian Student League Season 5,,,1
7619,2023-02-13,Dutch Student League,Dutch Student League Season 2,Dutch Student League Season 2,,,1
7620,2023-02-13,Hextech Series,Hextech Series 1st Div 22-23 Split 2,Hextech Series 1st Div 22-23 Split 2,,,1
7621,2023-02-15,LoL Development League,LDL 2023 Split 1,LDL 2023 Split 1,Split 1,2,1
7622,2023-02-16,Northern League of Legends Championship 2nd Division,NLC 2nd Division 2023 Spring,NLC 2nd Division 2023 Spring,Spring,1,1
7623,2023-02-16,Northern League of Legends Championship 3rd Division,NLC 3rd Division 2023 Spring,NLC 3rd Division 2023 Spring,Spring,,1
7624,2023-02-17,Frag-o-Matic,Frag-o-Matic 24.0: Christmas,Frag-o-Matic 24.0: Christmas,,,1
7625,2023-02-18,Mastercard Nexus Tour,MNT 2023 Etape 1,MNT 2023 Etape 1,,,1
7626,2023-02-18,National Esports Collegiate Conference,NECC 2023,,,,1
7627,2023-02-18,TRIFORC3 TOURNAMENT,TRIFORC3 TOURNAMENT 2023 Qualifier 2,TRIFORC3 TOURNAMENT 2023 Qualifier 2,,,1
7628,2023-02-20,LoL EMEA Championship,LEC 2023 Winter Playoffs,LEC 2023 Winter Playoffs,Winter,1,1
7629,2023-02-20,Tormenta Open T2 #1,Tormenta Open T2 #1,Tormenta Open T2 #1,,,1
7630,2023-02-24,Aegis Champion League,ACL 2023 Winter,ACL 2023 Winter,Spring,1,1
7631,2023-02-24,Baltic Playground,Baltic Playground 2023 Spring Qualifier 1,Baltic Playground 2023 Spring Qualifier 1,Spring,1,1
7632,2023-02-24,GAME 23,GAME 23,GAME 23,,,1
7633,2023-02-24,Vietnam Championship Series,VCS 2023 Spring,VCS 2023 Spring,Spring,1,1
7634,2023-02-25,,2023 Mastercard x SNACK Champions Open,,,,1
7635,2023-02-25,Celeste Esport,THE WINNER TAKES IT ALL,,,,1
7636,2023-02-25,TRIFORC3 TOURNAMENT,TRIFORC3 TOURNAMENT 2023,TRIFORC3 TOURNAMENT 2023,,,1
7637,2023-02-25,Zide Fem League,Zide Fem League 2023 Opening Playoffs,Zide Fem League 2023 Opening Playoffs,,,1
7638,2023-02-26,LCK Academy Series,LCK AS 2023 March,LCK AS 2023 March,,,1
7639,2023-02-27,Liga de Honor Entel,LH 2023 Opening Playoffs,LH 2023 Opening Playoffs,,,1
7640,2023-02-27,LoL Circuit Oceania,LCO 2023 Split 1 Playoffs,LCO 2023 Split 1 Playoffs,Split 1,1,1
7641,2023-02-28,Tormenta Open SPS Cup,Tormenta Open SPS Cup,Tormenta Open SPS Cup,,,1
7642,2023-03-02,Baltic Playground,Baltic Playground 2023 Spring Qualifier 2,Baltic Playground 2023 Spring Qualifier 2,Spring,1,1
7643,2023-03-02,Liga Master Flow,LMF 2023 Opening Playoffs,LMF 2023 Opening Playoffs,,,1
7644,2023-03-02,LVP División de Honor,DDH 2023 Opening Playoffs,DDH 2023 Opening Playoffs,,,1
7645,2023-03-03,Hitpoint Masters 3rd Division,Hitpoint 3rd Div 2023 Spring Open Qualifier 1,Hitpoint 3rd Div 2023 Spring Open Qualifier 1,,,1
7646,2023-03-04,Baltic Playground,Baltic Playground 2023 Spring Qualifier 3,Baltic Playground 2023 Spring Qualifier 3,Spring,1,1
7647,2023-03-04,Elite Series Amateur Circuit,Elite Series Amateur Circuit 2023 Spring Open 2,Elite Series Amateur Circuit 2023 Spring Open 2,,,1
7648,2023-03-04,Golden League,GL 2023 Opening Playoffs,GL 2023 Opening Playoffs,,,1
7649,2023-03-04,North American Challengers League,NACL 2023 Spring Qualifier 2,NACL 2023 Spring Qualifier 2,,,1
7650,2023-03-05,Hitpoint Masters 3rd Division,Hitpoint 3rd Div 2023 Spring Open Qualifier 2,Hitpoint 3rd Div 2023 Spring Open Qualifier 2,,,1
7651,2023-03-06,Prime League 1st Division,PRM 2nd Division 2023 Spring Playoffs,PRM 2nd Division 2023 Spring Playoffs,,,1
7652,2023-03-07,Hitpoint Masters 3rd Division,Hitpoint 3rd Div 2023 Spring Open Qualifier 3,Hitpoint 3rd Div 2023 Spring Open Qualifier 3,,,1
7653,2023-03-09,Arabian League,Arabian League 2023 Spring Playoffs,Arabian League 2023 Spring Playoffs,Spring,1,1
7654,2023-03-09,Arabian League 2nd Division,Arabian League 2nd Division 2023 Spring Playoffs,Arabian League 2nd Division 2023 Spring Playoffs,Spring,1,1
7655,2023-03-09,Claro Stars League,SL 2023 Opening Playoffs,SL 2023 Opening Playoffs,,,1
7656,2023-03-09,Greek Legends League 2nd Division,GL2D 2023 Spring Playoffs,GL2D 2023 Spring Playoffs,Spring,1,1
7657,2023-03-09,Tormenta Open Lobstar League Cup,Tormenta Open Lobstar League Cup,Tormenta Open Lobstar League Cup,,,1
7658,2023-03-09,Volcano League,VL 2023 Opening Playoffs,VL 2023 Opening Playoffs,,,1
7659,2023-03-10,Elements League,EL 2023 Opening Playoffs,EL 2023 Opening Playoffs,,,1
7660,2023-03-10,Esports Series Madrid,Esports Series Madrid 2023 Online Qualifier 1,Esports Series Madrid 2023 Online Qualifier 1,,,1
7661,2023-03-10,Slovensko Državno Prvenstvo,Slovensko Državno Prvenstvo 2023,Slovensko Državno Prvenstvo 2023,,,1
7662,2023-03-11,Armony League,Armony League 2023 Winter Playoffs,Armony League 2023 Winter Playoffs,,,1
7663,2023-03-11,Baltic Playground,Baltic Playground 2023 Spring,Baltic Playground 2023 Spring,Spring,1,1
7664,2023-03-11,Esports Series Madrid,Esports Series Madrid 2023 Online Qualifier 2,Esports Series Madrid 2023 Online Qualifier 2,,,1
7665,2023-03-11,Hitpoint Masters 3rd Division,Hitpoint 3rd Div 2022 Spring Closed Qualifier,Hitpoint 3rd Div 2022 Spring Closed Qualifier,,,1
7666,2023-03-11,LoL EMEA Championship,LEC 2023 Spring Season,LEC 2023 Spring Season,Spring,2,1
7667,2023-03-11,Mastercard Nexus Tour,MNT 2023 Etape 2,MNT 2023 Etape 2,,,1
7668,2023-03-11,North American Challengers League,NACL 2023 Spring Playoffs,NACL 2023 Spring Playoffs,Spring,1,1
7669,2023-03-11,North American Challengers League,NACL 2023 Spring Qualifier 2 Playoffs,NACL 2023 Spring Qualifier 2 Playoffs,,,1
7670,2023-03-12,Esports Series Madrid,Esports Series Madrid 2023 Online Qualifier,Esports Series Madrid 2023 Online Qualifier,,,1
7671,2023-03-12,Svenska Onlineligan,Svenska Onlineligan Season 6,Svenska Onlineligan Season 6,,,1
7672,2023-03-13,Tormenta Open T2 #2,Tormenta Open T2 #2,Tormenta Open T2 #2,,,1
7673,2023-03-14,Greek Legends League,GLL 2023 Spring Playoffs,GLL 2023 Spring Playoffs,,,1
7674,2023-03-14,La Ligue Française Division 2,LFL Division 2 2023 Spring Playoffs,LFL Division 2 2023 Spring Playoffs,,,1
7675,2023-03-14,Liga Latinoamerica,LLA 2023 Opening Playoffs,LLA 2023 Opening Playoffs,Opening,1,1
7676,2023-03-14,LVP SuperLiga,LVP SL 2023 Spring Playoffs,LVP SL 2023 Spring Playoffs,Spring,,1
